trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,merch_lat,merch_long,is_fraud,trans_hour,trans_day,trans_month_year,age,risk_level,cust_avg,is_flagged
2019-01-01 13:46:05,3538520143479972,"fraud_Walter, Hettinger and Kessler",personal_care,6.61,F,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,41.738485,-82.915253,0,13,1,2019-01,53,Low,60.54338812785387,0
2019-01-01 13:46:09,378904938837132,"fraud_Feil, Hilpert and Koss",food_dining,9.84,F,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,35.398762,-98.105401,0,13,1,2019-01,32,Low,55.49370387243736,0
2019-01-01 13:46:14,30235268718158,"fraud_Romaguera, Wehner and Tromp",kids_pets,69.36,M,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,40.360232,-73.9961,0,13,1,2019-01,41,Low,72.9797312072893,0
2019-01-01 13:46:20,4099707841315751,fraud_Thiel PLC,misc_pos,3.61,M,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",39.100849,-77.517379,0,13,1,2019-01,43,Low,64.10748016415869,0
2019-01-01 13:46:31,4908846471916297,fraud_White and Sons,home,14.13,F,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",32.552715,-96.680191,0,13,1,2019-01,26,Low,93.72469714285714,0
2019-01-01 13:47:04,342035762534413,"fraud_Mueller, Gerhold and Mueller",health_fitness,25.45,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",37.143497,-76.86901800000001,0,13,1,2019-01,19,Low,78.13604054054053,0
2019-01-01 13:47:38,4755696071492,fraud_Botsford and Sons,home,94.79,M,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,33.034588,-96.361446,0,13,1,2019-01,33,Medium,63.19249794576828,0
2019-01-01 13:47:51,4335531783520911,fraud_Kris-Padberg,shopping_pos,66.21,F,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,39.005932,-91.649172,0,13,1,2019-01,20,Low,60.84515519568152,0
2019-01-01 13:48:43,573860193545,fraud_Kutch-Ferry,home,18.48,M,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,41.266062,-86.82675,0,13,1,2019-01,32,Low,59.37951486163307,0
2019-01-01 13:49:05,4512828414983801773,"fraud_Yost, Schamberger and Windler",kids_pets,65.96,F,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,40.600949,-79.847831,0,13,1,2019-01,35,Low,57.042066605839416,0
2019-01-01 13:49:17,6506982560413523,fraud_Abbott-Steuber,personal_care,30.11,F,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,32.645423,-93.828214,0,13,1,2019-01,33,Low,88.21462534059945,0
2019-01-01 13:50:06,2283743876903625,"fraud_Mosciski, Gislason and Mertz",grocery_pos,67.58,F,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,33.632971999999995,-84.58295799999999,0,13,1,2019-01,21,Low,50.52670323642347,0
2019-01-01 13:50:34,213157767990030,fraud_Kirlin and Sons,personal_care,51.74,F,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,41.533669,-109.867285,0,13,1,2019-01,34,Low,93.14212462256384,0
2019-01-01 13:51:05,4379260813815979609,fraud_Bednar PLC,kids_pets,31.98,M,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,38.245863,-122.579289,0,13,1,2019-01,45,Low,61.58204286365709,0
2019-01-01 13:51:23,3513618443244549,fraud_Botsford PLC,home,19.16,F,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,43.279945,-97.213833,0,13,1,2019-01,63,Low,57.44228160328879,0
2019-01-01 13:52:01,3573030041201292,"fraud_Weimann, Kuhic and Beahan",shopping_pos,13.02,F,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",39.832089,-110.077562,0,13,1,2019-01,28,Low,58.953147641831855,0
2019-01-01 13:52:50,573860193545,fraud_Bins-Howell,personal_care,87.91,M,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,41.188091,-86.776543,0,13,1,2019-01,32,Low,59.37951486163307,0
2019-01-01 13:53:24,3527536963490470,fraud_Dooley Inc,shopping_pos,8.82,F,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,33.240731,-81.540547,0,13,1,2019-01,44,Low,57.176020799124245,0
2019-01-01 13:54:09,3591919803438423,fraud_Schumm PLC,health_fitness,68.01,M,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,28.016274,-81.412421,0,13,1,2019-01,31,Low,58.29423481041572,0
2019-01-01 13:55:03,6011948324228984,"fraud_Runolfsdottir, Mueller and Hand",entertainment,7.18,F,Paris,MS,38949,34.1992,-89.382,297,"Administrator, local government",33.461896,-89.68803299999999,0,13,1,2019-01,57,Low,64.17791105121294,0
2019-01-01 13:55:11,3568736585751727,fraud_Kuphal-Toy,food_dining,53.57,M,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,42.148886,-93.448887,0,13,1,2019-01,44,Low,97.76444242148384,0
2019-01-01 13:55:38,630424987505,fraud_Bahringer-Streich,food_dining,8.74,F,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,38.708417,-80.18898100000001,0,13,1,2019-01,37,Low,58.49270795246801,0
2019-01-01 13:57:13,630469040731,"fraud_Wuckert, Wintheiser and Friesen",home,3.12,F,Cascade Locks,OR,97014,45.67100000000001,-121.8686,1288,Barrister,44.862493,-121.787626,0,13,1,2019-01,82,Low,60.51406239286938,0
2019-01-01 13:57:31,4601636330889,fraud_Crona and Sons,kids_pets,23.45,M,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,30.489038,-95.966593,0,13,1,2019-01,28,Low,68.2174693042292,0
2019-01-01 13:58:27,676245600876,"fraud_Metz, Russel and Metz",kids_pets,28.26,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,27.53811,-79.436918,0,13,1,2019-01,58,Low,70.8243469387755,0
2019-01-01 13:58:28,4683638447911,fraud_Abshire PLC,entertainment,61.87,M,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,30.125475,-93.008965,0,13,1,2019-01,46,Medium,95.12954529914528,0
2019-01-01 13:58:36,36485887555770,fraud_Prosacco LLC,personal_care,7.91,M,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,41.474397,-82.745311,0,13,1,2019-01,13,Low,71.57747091033538,0
2019-01-01 13:59:15,4605902936394,fraud_Fritsch and Sons,health_fitness,49.91,M,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,32.459602000000004,-96.527023,0,13,1,2019-01,59,Low,78.23623306233061,0
2019-01-01 13:59:58,30328384440870,fraud_Gibson-Deckow,entertainment,41.88,F,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,39.347491,-92.210216,0,13,1,2019-01,64,Low,64.2839644160584,0
2019-01-01 14:00:28,2264937662466770,"fraud_Boehm, Block and Jakubowski",misc_pos,8.55,M,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,30.340717,-98.195378,0,14,1,2019-01,23,Low,57.43135890410959,0
2019-01-01 14:00:35,4904681492230012,"fraud_Hartmann, Rowe and Hermann",travel,4.54,F,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,42.544016,-73.77305,0,14,1,2019-01,28,Low,60.779007755474446,0
2019-01-01 14:00:39,30364087349027,"fraud_McDermott, Osinski and Morar",home,21.15,M,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,36.078074,-96.665135,0,14,1,2019-01,36,Low,57.08303278688525,0
2019-01-01 14:01:04,4939976756738216,fraud_Frami Group,entertainment,98.12,F,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,25.754734,-99.904811,0,14,1,2019-01,28,Low,83.12869784502521,0
2019-01-01 14:02:32,180084576295055,fraud_Schiller Ltd,personal_care,4.98,M,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,27.931096000000004,-97.050618,0,14,1,2019-01,48,Low,61.97168795620438,0
2019-01-01 14:02:55,630451534402,fraud_Friesen Inc,shopping_pos,4.12,F,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,45.810611,-87.424328,0,14,1,2019-01,46,Medium,60.86897576588935,0
2019-01-01 14:03:23,30273037698427,fraud_Stark-Batz,entertainment,75.65,M,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,34.652594,-92.264138,0,14,1,2019-01,18,Low,72.74936228571428,0
2019-01-01 14:04:13,676372984911,fraud_Waelchi-Wolf,kids_pets,27.55,F,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,39.225113,-99.266616,0,14,1,2019-01,31,Medium,60.07083584543711,0
2019-01-01 14:05:20,343668971234893,fraud_Feil-Morar,health_fitness,5.65,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,34.057661,-80.412927,0,14,1,2019-01,69,Low,64.49434881602915,0
2019-01-01 14:05:23,4067137330196900,fraud_Herman Inc,misc_pos,1.9,F,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,34.079696000000006,-88.547629,0,14,1,2019-01,32,Medium,62.497891867333024,0
2019-01-01 14:05:38,38295635583927,"fraud_Towne, Greenholt and Koepp",shopping_net,3.07,F,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,32.435754,-100.121905,0,14,1,2019-01,35,Low,55.13882252559727,0
2019-01-01 14:06:26,3589255887819806,fraud_Dare-Marvin,entertainment,91.81,M,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,40.692073,-79.075941,0,14,1,2019-01,34,Low,64.44758280865042,0
2019-01-01 14:06:31,4102003771126577611,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,5.73,M,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,32.156905,-97.237175,0,14,1,2019-01,31,Low,61.99673515981736,0
2019-01-01 14:07:06,3583793405872580,fraud_Torphy-Kertzmann,health_fitness,41.95,F,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,35.77365,-99.595348,0,14,1,2019-01,48,Low,58.24985606579849,0
2019-01-01 14:07:13,4191109180926792,"fraud_McCullough, Hudson and Schuster",food_dining,64.83,F,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,40.574729,-81.907066,0,14,1,2019-01,26,Low,82.56334396355354,0
2019-01-01 14:07:51,4509142395811241,fraud_Baumbach Ltd,personal_care,192.65,F,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",32.146968,-83.182569,0,14,1,2019-01,92,Low,62.29473828258638,0
2019-01-01 14:08:47,30501624614310,"fraud_Yost, Schamberger and Windler",kids_pets,73.93,F,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,32.457907,-81.348673,0,14,1,2019-01,45,Low,57.8809019473864,0
2019-01-01 14:09:41,6526777409109795,"fraud_Schiller, Blanda and Johnson",home,26.07,M,South Richmond Hill,NY,11419,40.6868,-73.82300000000001,47211,Site engineer,41.66407,-74.126579,0,14,1,2019-01,81,Low,71.93217567567567,0
2019-01-01 14:10:04,213161293389774,fraud_Jakubowski Inc,home,34.89,F,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",42.292897,-77.361544,0,14,1,2019-01,50,Low,68.78799908842296,0
2019-01-01 14:11:41,584673555952,fraud_Cartwright PLC,kids_pets,14.69,F,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,47.938229,-102.081699,0,14,1,2019-01,88,Low,62.54143642611683,0
2019-01-01 14:11:55,676309913934,"fraud_Crist, Jakubowski and Littel",home,16.4,M,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,38.618105,-104.424666,0,14,1,2019-01,31,Low,57.04155737704918,0
2019-01-01 14:12:15,3541160328600277,fraud_Kerluke PLC,misc_net,45.69,M,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,40.402416,-89.836153,0,14,1,2019-01,15,Low,73.8804446884436,0
2019-01-01 14:13:13,3543299015720986,fraud_Kub-Heaney,health_fitness,10.85,F,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",35.977974,-82.742254,0,14,1,2019-01,41,Low,91.35835942818244,0
2019-01-01 14:13:16,3595192916105588,fraud_Medhurst PLC,shopping_net,2.62,M,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",34.759843,-78.54651899999999,0,14,1,2019-01,25,Low,61.01870279146141,0
2019-01-01 14:13:20,6011381817520024,fraud_Flatley Group,misc_pos,6.76,F,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,41.682194,-103.776368,0,14,1,2019-01,45,Low,54.20427690198766,0
2019-01-01 14:13:22,4996263498048679,fraud_Pouros-Conroy,shopping_pos,3.21,F,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,41.661267,-124.920007,0,14,1,2019-01,35,Low,57.5558771331058,0
2019-01-01 14:13:37,6544734391390261,fraud_Beier-Hyatt,shopping_pos,5.18,M,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,40.99785,-87.39621700000001,0,14,1,2019-01,36,Medium,59.54890967153285,0
2019-01-01 14:13:46,375848982312810,fraud_Reilly LLC,home,41.46,M,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,31.480463,-97.990718,0,14,1,2019-01,75,Low,61.62485207100591,0
2019-01-01 14:14:17,6547670341037171,fraud_Cruickshank-Mills,entertainment,25.09,M,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,40.457979,-74.977028,0,14,1,2019-01,73,Low,63.05611845102506,0
2019-01-01 14:14:18,503874407318,"fraud_Runolfsdottir, Mueller and Hand",entertainment,40.75,M,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,29.165407,-98.012932,0,14,1,2019-01,43,Low,60.25340629274966,0
2019-01-01 14:14:39,4642255475285942,"fraud_Altenwerth, Cartwright and Koss",shopping_net,9.62,F,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",38.044566,-108.863626,0,14,1,2019-01,31,Low,59.12440264477884,0
2019-01-01 14:14:45,6538441737335434,fraud_McKenzie-Huels,food_dining,1.57,F,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,40.811879,-80.44414499999999,0,14,1,2019-01,21,Low,76.54241347905283,0
2019-01-01 14:15:19,30230540139182,"fraud_Effertz, Welch and Schowalter",entertainment,67.86,M,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,40.949038,-76.169227,0,14,1,2019-01,44,Medium,93.84961240310078,0
2019-01-01 14:15:24,180065479077096,fraud_Schoen-Quigley,kids_pets,316.87,F,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,39.41799,-76.588835,0,14,1,2019-01,54,Low,65.22567974452555,1
2019-01-01 14:15:26,3560318482131952,fraud_Champlin-Casper,home,79.52,M,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",33.596754,-88.219262,0,14,1,2019-01,63,Low,60.79242548818088,0
2019-01-01 14:16:27,4792627764422477317,fraud_Bednar PLC,kids_pets,38.45,F,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,39.099327,-94.332247,0,14,1,2019-01,40,Low,84.13513426669728,0
2019-01-01 14:16:29,3590736522064285,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,14.89,F,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",35.262174,-92.711158,0,14,1,2019-01,43,Low,90.24864821591947,0
2019-01-01 14:16:55,3534330126107879,fraud_Ruecker-Mayert,kids_pets,47.61,M,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,46.250381,-108.98283,0,14,1,2019-01,40,Medium,97.99559890485968,0
2019-01-01 14:16:58,3547560454237873,fraud_Abbott-Steuber,personal_care,26.77,M,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",44.993378,-86.358253,0,14,1,2019-01,52,Low,62.01477884176927,0
2019-01-01 14:17:26,3518234918950662,"fraud_Schroeder, Hauck and Treutel",entertainment,93.89,F,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,33.694517,-97.46129,0,14,1,2019-01,48,Low,88.72027991218441,0
2019-01-01 14:17:57,213157767990030,"fraud_Cormier, Stracke and Thiel",entertainment,109.49,F,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,41.983065,-109.921365,0,14,1,2019-01,34,Low,93.14212462256384,0
2019-01-01 14:20:33,3551217896304745,"fraud_Reichert, Rowe and Mraz",shopping_net,304.13,F,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,44.731871000000005,-75.115476,0,14,1,2019-01,42,Low,84.99976451760402,1
2019-01-01 14:20:47,3585052663373890,fraud_Spencer PLC,entertainment,75.88,M,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,42.252244,-74.806457,0,14,1,2019-01,55,Low,79.03724914675767,0
2019-01-01 14:21:24,30242921189660,fraud_Hamill-D'Amore,health_fitness,2.44,M,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,44.881515,-84.553353,0,14,1,2019-01,60,Low,65.1091256830601,0
2019-01-01 14:22:33,4587657402165341815,fraud_Kuhn LLC,misc_net,130.9,F,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",40.654588,-86.742835,0,14,1,2019-01,14,Low,73.82924994283101,0
2019-01-01 14:22:44,3576431665303017,fraud_Lemke-Gutmann,shopping_net,3.49,F,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,33.866541,-112.505892,0,14,1,2019-01,37,Low,85.05874484654146,0
2019-01-01 14:22:57,5130484058948421,"fraud_Graham, Hegmann and Hammes",food_dining,61.27,M,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,41.563748,-84.146641,0,14,1,2019-01,40,Low,101.5932493188011,0
2019-01-01 14:23:28,4640395708703,fraud_Reilly and Sons,health_fitness,96.86,F,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,31.342593,-91.859509,0,14,1,2019-01,67,Low,60.84295509084676,0
2019-01-01 14:24:18,6011999606625827,fraud_Stark-Koss,home,181.45,M,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",40.346241,-74.82965300000001,0,14,1,2019-01,53,Low,66.89653916211293,0
2019-01-01 14:24:34,4451438912406400,fraud_O'Keefe-Wisoky,food_dining,1.54,F,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,34.77587,-93.120189,0,14,1,2019-01,19,Low,72.9321771978022,0
2019-01-01 14:24:58,372246459334925,fraud_Daugherty LLC,kids_pets,84.46,M,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,43.732533,-103.251923,0,14,1,2019-01,48,Medium,63.77861300591179,0
2019-01-01 14:25:29,2248348993063230,"fraud_Larkin, Stracke and Greenfelder",entertainment,60.93,F,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,41.743304,-80.52892299999999,0,14,1,2019-01,58,Low,66.33745578231293,0
2019-01-01 14:25:35,4745996322265,fraud_Torp-Lemke,misc_pos,108.54,F,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",42.30712,-87.621439,0,14,1,2019-01,20,Low,75.75266195255475,0
2019-01-01 14:25:58,3543299015720986,"fraud_Denesik, Powlowski and Pouros",home,14.78,F,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",37.302767,-82.016898,0,14,1,2019-01,41,Low,91.35835942818244,0
2019-01-01 14:26:45,2285066385084291,"fraud_Romaguera, Wehner and Tromp",kids_pets,32.16,M,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",32.327141,-88.224064,0,14,1,2019-01,30,Low,64.87805044308112,0
2019-01-01 14:27:50,38580485618059,fraud_Rippin-VonRueden,health_fitness,1.75,F,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,48.982491,-102.7219,0,14,1,2019-01,50,Low,60.20979718116191,0
2019-01-01 14:27:55,377113842678100,fraud_Heller PLC,health_fitness,9.69,M,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,38.727083,-74.811774,0,14,1,2019-01,53,Low,57.42922340061581,0
2019-01-01 14:28:08,180042946491150,fraud_Kris-Padberg,shopping_pos,3.09,M,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",27.080682,-83.316029,0,14,1,2019-01,29,Low,57.45390961999316,0
2019-01-01 14:28:26,2288813824604479,fraud_Hills-Boyer,personal_care,200.49,F,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,40.159062,-74.597258,0,14,1,2019-01,37,Low,83.2158451025057,0
2019-01-01 14:28:34,3540075240003197,fraud_Balistreri-Nader,misc_pos,12.8,M,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,44.229958,-93.594881,0,14,1,2019-01,31,Low,55.63236743072186,0
2019-01-01 14:31:02,4189814094741,fraud_Cormier LLC,shopping_net,3.73,M,Ragland,AL,35131,33.7367,-86.1619,4159,Educational psychologist,34.353078000000004,-85.64320500000001,0,14,1,2019-01,20,Low,60.52040760869565,0
2019-01-01 14:31:16,4646845581490336108,fraud_Erdman-Ebert,personal_care,36.37,F,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,40.791799,-72.683255,0,14,1,2019-01,28,Low,91.5275697865353,0
2019-01-01 14:32:29,3518758680062249,fraud_Kemmer-Buckridge,misc_pos,427.99,M,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,37.708533,-109.906451,0,14,1,2019-01,29,Medium,57.26987232102143,1
2019-01-01 14:33:01,2285066385084291,"fraud_Bahringer, Schoen and Corkery",shopping_pos,2.23,M,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",30.934435,-89.469418,0,14,1,2019-01,30,Low,64.87805044308112,0
2019-01-01 14:33:20,4809701904914,fraud_Bogisich-Weimann,kids_pets,42.52,F,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,31.566317,-84.757791,0,14,1,2019-01,34,Low,86.10089383561643,0
2019-01-01 14:33:32,639046421587,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,76.7,M,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",41.114291,-81.061647,0,14,1,2019-01,32,Low,97.63354663036078,0
2019-01-01 14:33:36,345389171551808,"fraud_Gutmann, McLaughlin and Wiza",home,29.35,M,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,34.862946,-89.370998,0,14,1,2019-01,34,Low,55.21680246490928,0
2019-01-01 14:34:11,6595970453799027,"fraud_Hagenes, Kohler and Hoppe",food_dining,31.19,F,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,41.398262,-73.768721,0,14,1,2019-01,49,Low,62.59074647246245,0
2019-01-01 14:35:11,3586008444788268,fraud_Little Ltd,kids_pets,19.07,F,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,48.115242,-122.652165,0,14,1,2019-01,34,Low,91.01302109011228,0
2019-01-01 14:35:50,2610529083834453,fraud_Bode-Rempel,kids_pets,28.6,F,Old Hickory,TN,37138,36.2416,-86.6117,22191,Prison officer,35.774279,-86.109286,0,14,1,2019-01,24,Low,98.93885444743935,0
2019-01-01 14:36:19,6526448584969862,"fraud_Kutch, Steuber and Gerhold",food_dining,36.31,M,West Long Branch,NJ,7764,40.2878,-74.0162,8097,Mechanical engineer,40.654546,-73.33669,0,14,1,2019-01,54,Low,72.28662143826323,0
2019-01-01 14:36:23,377550167323848,fraud_Kutch-Ferry,home,13.01,M,Auburn,ME,4210,44.0948,-70.23899999999999,23045,Tourist information centre manager,43.308384,-69.352277,0,14,1,2019-01,60,Low,77.34664604810996,0
2019-01-01 14:36:30,38530489946071,fraud_Botsford and Sons,home,19.0,F,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,35.270507,-81.800523,0,14,1,2019-01,29,Low,62.11756080849606,0
2019-01-01 14:38:16,213175487106448,fraud_Runte-Mohr,food_dining,24.27,F,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",32.864709999999995,-99.665249,0,14,1,2019-01,64,Low,62.67590328467153,0
2019-01-01 14:38:20,213161869125933,fraud_Kessler Inc,travel,6.56,F,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,44.852842,-69.822122,0,14,1,2019-01,48,Low,59.81823101409732,0
2019-01-01 14:38:38,3514865930894695,fraud_Deckow-Dare,food_dining,50.74,M,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,32.964028000000006,-105.321954,0,14,1,2019-01,51,Low,64.0766392881588,0
2019-01-01 14:39:45,4623560839669,fraud_Rolfson-Kunde,personal_care,62.67,M,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,42.368327,-94.936352,0,14,1,2019-01,64,Low,66.36740842177336,0
2019-01-01 14:39:52,4451438912406400,"fraud_Roob, Conn and Tremblay",shopping_pos,127.32,F,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,33.726058,-93.647738,0,14,1,2019-01,19,Low,72.9321771978022,0
2019-01-01 14:39:55,346273234529002,fraud_Marvin-Lind,personal_care,2.81,F,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,38.302159,-81.077584,0,14,1,2019-01,27,Low,85.36277091906722,0
2019-01-01 14:40:01,4292902571056973207,fraud_Medhurst Inc,home,29.5,M,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",45.9816,-112.960422,0,14,1,2019-01,23,Low,69.39259562841531,0
2019-01-01 14:40:13,3576431665303017,fraud_O'Hara-Wilderman,food_dining,5.24,F,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,32.881491,-112.903209,0,14,1,2019-01,37,Low,85.05874484654146,0
2019-01-01 14:40:14,2719496466799416,fraud_Beer-Jast,kids_pets,149.21,F,Belle Fourche,SD,57717,44.6723,-103.8396,8007,Hospital pharmacist,44.634209000000006,-103.891136,0,14,1,2019-01,78,Low,67.69787074829932,0
2019-01-01 14:40:43,3575789281659026,fraud_Barrows PLC,shopping_pos,4.0,F,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,39.097427,-93.374791,0,14,1,2019-01,29,Low,56.93526255707763,0
2019-01-01 14:41:02,3518758680062249,"fraud_Schneider, Hayes and Nikolaus",food_dining,36.6,M,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,37.666227,-108.754492,0,14,1,2019-01,29,Medium,57.26987232102143,0
2019-01-01 14:41:18,38580485618059,fraud_Kulas Group,health_fitness,38.82,F,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,49.63906,-102.390743,0,14,1,2019-01,50,Low,60.20979718116191,0
2019-01-01 14:42:54,3524574586339330,"fraud_Berge, Kautzer and Harris",personal_care,55.49,F,Vero Beach,FL,32960,27.633000000000003,-80.4031,105638,"Librarian, public",28.601172,-79.792026,0,14,1,2019-01,32,Low,86.83369813041494,0
2019-01-01 14:43:17,639095706599,"fraud_Turcotte, Batz and Buckridge",health_fitness,24.04,M,Curlew,IA,50527,42.9633,-94.7975,223,Estate manager/land agent,43.377055,-94.593232,0,14,1,2019-01,79,Low,64.00858117326058,0
2019-01-01 14:43:44,4666314527820883145,fraud_Abbott-Rogahn,entertainment,74.63,M,Ravenna,NE,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",41.874726,-99.842215,0,14,1,2019-01,44,Medium,99.021,0
2019-01-01 14:44:32,38530489946071,fraud_Swift PLC,kids_pets,16.98,F,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,35.106971,-81.44468,0,14,1,2019-01,29,Low,62.11756080849606,0
